index,zinnen,woorden
39,"een ieder neemt voldoende zorg in acht voor natura 2000-gebieden, bijzondere nationale natuurgebieden en voor in het wild levende dieren en planten en hun directe leefomgeving.","['een', ' ', 'ieder', ' ', 'neemt', ' ', 'voldoende', ' ', 'zorg', ' ', 'in', ' ', 'acht', ' ', 'voor', ' ', 'natura', ' ', '2000', '-', 'gebieden', ', ', 'bijzondere', ' ', 'nationale', ' ', 'natuurgebieden', ' ', 'en', ' ', 'voor', ' ', 'in', ' ', 'het', ' ', 'wild', ' ', 'levende', ' ', 'dieren', ' ', 'en', ' ', 'planten', ' ', 'en', ' ', 'hun', ' ', 'directe', ' ', 'leefomgeving', '.']"
40,"de zorg, bedoeld in het eerste lid, houdt in elk geval in dat een ieder die weet of redelijkerwijs kan vermoeden dat door zijn handelen of nalaten nadelige gevolgen kunnen worden veroorzaakt voor een natura 2000-gebied, een bijzonder nationaal natuurgebied of voor in het wild levende dieren en planten:","['de', ' ', 'zorg', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ', ', 'houdt', ' ', 'in', ' ', 'elk', ' ', 'geval', ' ', 'in', ' ', 'dat', ' ', 'een', ' ', 'ieder', ' ', 'die', ' ', 'weet', ' ', 'of', ' ', 'redelijkerwijs', ' ', 'kan', ' ', 'vermoeden', ' ', 'dat', ' ', 'door', ' ', 'zijn', ' ', 'handelen', ' ', 'of', ' ', 'nalaten', ' ', 'nadelige', ' ', 'gevolgen', ' ', 'kunnen', ' ', 'worden', ' ', 'veroorzaakt', ' ', 'voor', ' ', 'een', ' ', 'natura', ' ', '2000', '-', 'gebied', ', ', 'een', ' ', 'bijzonder', ' ', 'nationaal', ' ', 'natuurgebied', ' ', 'of', ' ', 'voor', ' ', 'in', ' ', 'het', ' ', 'wild', ' ', 'levende', ' ', 'dieren', ' ', 'en', ' ', 'planten', ':']"
41,het eerste lid is niet van toepassing op handelen of nalaten in overeenstemming met het bij of krachtens deze wet of de ,"['het', ' ', 'eerste', ' ', 'lid', ' ', 'is', ' ', 'niet', ' ', 'van', ' ', 'toepassing', ' ', 'op', ' ', 'handelen', ' ', 'of', ' ', 'nalaten', ' ', 'in', ' ', 'overeenstemming', ' ', 'met', ' ', 'het', ' ', 'bij', ' ', 'of', ' ', 'krachtens', ' ', 'deze', ' ', 'wet', ' ', 'of', ' ', 'de', ' ']"
42,"gedeputeerde staten van de provincies dragen, ieder in hun provincie, tezamen zorg voor het nemen van de nodige maatregelen voor:","['gedeputeerde', ' ', 'staten', ' ', 'van', ' ', 'de', ' ', 'provincies', ' ', 'dragen', ', ', 'ieder', ' ', 'in', ' ', 'hun', ' ', 'provincie', ', ', 'tezamen', ' ', 'zorg', ' ', 'voor', ' ', 'het', ' ', 'nemen', ' ', 'van', ' ', 'de', ' ', 'nodige', ' ', 'maatregelen', ' ', 'voor', ':']"
43,"met het oog op het eerste lid dragen gedeputeerde staten in hun provincie in elk geval zorg voor de totstandkoming en instandhouding van een samenhangend landelijk ecologisch netwerk, genaamd «natuurnetwerk nederland». zij wijzen daartoe in hun provincie gebieden aan die tot dit netwerk behoren.","['met', ' ', 'het', ' ', 'oog', ' ', 'op', ' ', 'het', ' ', 'eerste', ' ', 'lid', ' ', 'dragen', ' ', 'gedeputeerde', ' ', 'staten', ' ', 'in', ' ', 'hun', ' ', 'provincie', ' ', 'in', ' ', 'elk', ' ', 'geval', ' ', 'zorg', ' ', 'voor', ' ', 'de', ' ', 'totstandkoming', ' ', 'en', ' ', 'instandhouding', ' ', 'van', ' ', 'een', ' ', 'samenhangend', ' ', 'landelijk', ' ', 'ecologisch', ' ', 'netwerk', ', ', 'genaamd', ' «', 'natuurnetwerk', ' ', 'nederland', '». ', 'zij', ' ', 'wijzen', ' ', 'daartoe', ' ', 'in', ' ', 'hun', ' ', 'provincie', ' ', 'gebieden', ' ', 'aan', ' ', 'die', ' ', 'tot', ' ', 'dit', ' ', 'netwerk', ' ', 'behoren', '.']"
44,"gedeputeerde staten kunnen gebieden gelegen buiten het natuurnetwerk nederland aanwijzen die van provinciaal belang zijn vanwege hun natuurwaarden of landschappelijke waarden, met inachtneming van hun cultuurhistorische kenmerken. deze gebieden worden aangeduid als «bijzondere provinciale natuurgebieden», onderscheidenlijk «bijzondere provinciale landschappen».","['gedeputeerde', ' ', 'staten', ' ', 'kunnen', ' ', 'gebieden', ' ', 'gelegen', ' ', 'buiten', ' ', 'het', ' ', 'natuurnetwerk', ' ', 'nederland', ' ', 'aanwijzen', ' ', 'die', ' ', 'van', ' ', 'provinciaal', ' ', 'belang', ' ', 'zijn', ' ', 'vanwege', ' ', 'hun', ' ', 'natuurwaarden', ' ', 'of', ' ', 'landschappelijke', ' ', 'waarden', ', ', 'met', ' ', 'inachtneming', ' ', 'van', ' ', 'hun', ' ', 'cultuurhistorische', ' ', 'kenmerken', '. ', 'deze', ' ', 'gebieden', ' ', 'worden', ' ', 'aangeduid', ' ', 'als', ' «', 'bijzondere', ' ', 'provinciale', ' ', 'natuurgebieden', '», ', 'onderscheidenlijk', ' «', 'bijzondere', ' ', 'provinciale', ' ', 'landschappen', '».']"
45,door onze minister en gedeputeerde staten gezamenlijk wordt op adequate wijze de verantwoording inzake de geleverde inspanning voor het behalen van de doelstellingen uit de vogel- en habitatrichtlijn gemonitord. onze minister informeert de beide kamers der staten-generaal over de voortgang van de totstandkoming en instandhouding van het natuurnetwerk nederland op basis van de ter zake doende gegevens die door gedeputeerde staten zijn aangeleverd.,"['door', ' ', 'onze', ' ', 'minister', ' ', 'en', ' ', 'gedeputeerde', ' ', 'staten', ' ', 'gezamenlijk', ' ', 'wordt', ' ', 'op', ' ', 'adequate', ' ', 'wijze', ' ', 'de', ' ', 'verantwoording', ' ', 'inzake', ' ', 'de', ' ', 'geleverde', ' ', 'inspanning', ' ', 'voor', ' ', 'het', ' ', 'behalen', ' ', 'van', ' ', 'de', ' ', 'doelstellingen', ' ', 'uit', ' ', 'de', ' ', 'vogel', '- ', 'en', ' ', 'habitatrichtlijn', ' ', 'gemonitord', '. ', 'onze', ' ', 'minister', ' ', 'informeert', ' ', 'de', ' ', 'beide', ' ', 'kamers', ' ', 'der', ' ', 'staten', '-', 'generaal', ' ', 'over', ' ', 'de', ' ', 'voortgang', ' ', 'van', ' ', 'de', ' ', 'totstandkoming', ' ', 'en', ' ', 'instandhouding', ' ', 'van', ' ', 'het', ' ', 'natuurnetwerk', ' ', 'nederland', ' ', 'op', ' ', 'basis', ' ', 'van', ' ', 'de', ' ', 'ter', ' ', 'zake', ' ', 'doende', ' ', 'gegevens', ' ', 'die', ' ', 'door', ' ', 'gedeputeerde', ' ', 'staten', ' ', 'zijn', ' ', 'aangeleverd', '.']"
46,"het percentage van het areaal van de voor stikstof gevoelige habitats in natura 2000-gebieden waarop de depositie van stikstof niet groter is dan de hoeveelheid in mol per hectare per jaar waarboven verslechtering van de kwaliteit van die habitats niet op voorhand is uit te sluiten, bedraagt:","['het', ' ', 'percentage', ' ', 'van', ' ', 'het', ' ', 'areaal', ' ', 'van', ' ', 'de', ' ', 'voor', ' ', 'stikstof', ' ', 'gevoelige', ' ', 'habitats', ' ', 'in', ' ', 'natura', ' ', '2000', '-', 'gebieden', ' ', 'waarop', ' ', 'de', ' ', 'depositie', ' ', 'van', ' ', 'stikstof', ' ', 'niet', ' ', 'groter', ' ', 'is', ' ', 'dan', ' ', 'de', ' ', 'hoeveelheid', ' ', 'in', ' ', 'mol', ' ', 'per', ' ', 'hectare', ' ', 'per', ' ', 'jaar', ' ', 'waarboven', ' ', 'verslechtering', ' ', 'van', ' ', 'de', ' ', 'kwaliteit', ' ', 'van', ' ', 'die', ' ', 'habitats', ' ', 'niet', ' ', 'op', ' ', 'voorhand', ' ', 'is', ' ', 'uit', ' ', 'te', ' ', 'sluiten', ', ', 'bedraagt', ':']"
47,de in het eerste lid bedoelde omgevingswaarden zijn resultaatsverplichtingen.,"['de', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ' ', 'bedoelde', ' ', 'omgevingswaarden', ' ', 'zijn', ' ', 'resultaatsverplichtingen', '.']"
48,onze minister stelt een programma stikstofreductie en natuurverbetering vast:,"['onze', ' ', 'minister', ' ', 'stelt', ' ', 'een', ' ', 'programma', ' ', 'stikstofreductie', ' ', 'en', ' ', 'natuurverbetering', ' ', 'vast', ':']"
49,"daarbij houdt onze minister rekening met de vereisten op economisch, sociaal en cultureel gebied en met de regionale en lokale bijzonderheden.","['daarbij', ' ', 'houdt', ' ', 'onze', ' ', 'minister', ' ', 'rekening', ' ', 'met', ' ', 'de', ' ', 'vereisten', ' ', 'op', ' ', 'economisch', ', ', 'sociaal', ' ', 'en', ' ', 'cultureel', ' ', 'gebied', ' ', 'en', ' ', 'met', ' ', 'de', ' ', 'regionale', ' ', 'en', ' ', 'lokale', ' ', 'bijzonderheden', '.']"
50,in het programma worden tussentijdse doelstellingen opgenomen met het oog op:,"['in', ' ', 'het', ' ', 'programma', ' ', 'worden', ' ', 'tussentijdse', ' ', 'doelstellingen', ' ', 'opgenomen', ' ', 'met', ' ', 'het', ' ', 'oog', ' ', 'op', ':']"
51,de in het tweede lid bedoelde doelstellingen zijn inspanningsverplichtingen.,"['de', ' ', 'in', ' ', 'het', ' ', 'tweede', ' ', 'lid', ' ', 'bedoelde', ' ', 'doelstellingen', ' ', 'zijn', ' ', 'inspanningsverplichtingen', '.']"
52,"het bestuursorgaan dat daarvoor in het programma is aangewezen, kan:","['het', ' ', 'bestuursorgaan', ' ', 'dat', ' ', 'daarvoor', ' ', 'in', ' ', 'het', ' ', 'programma', ' ', 'is', ' ', 'aangewezen', ', ', 'kan', ':']"
53,"als aannemelijk wordt gemaakt dat die wijzigingen per saldo passen binnen, of in ieder geval niet in strijd zijn met, het programma.","['als', ' ', 'aannemelijk', ' ', 'wordt', ' ', 'gemaakt', ' ', 'dat', ' ', 'die', ' ', 'wijzigingen', ' ', 'per', ' ', 'saldo', ' ', 'passen', ' ', 'binnen', ', ', 'of', ' ', 'in', ' ', 'ieder', ' ', 'geval', ' ', 'niet', ' ', 'in', ' ', 'strijd', ' ', 'zijn', ' ', 'met', ', ', 'het', ' ', 'programma', '.']"
54,"de bestuursorganen, bedoeld in ","['de', ' ', 'bestuursorganen', ', ', 'bedoeld', ' ', 'in', ' ']"
55,de bij algemene maatregel van bestuur aangewezen bestuursorganen verzamelen gegevens over:,"['de', ' ', 'bij', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ' ', 'aangewezen', ' ', 'bestuursorganen', ' ', 'verzamelen', ' ', 'gegevens', ' ', 'over', ':']"
56,de bestuursorganen verstrekken de gegevens aan onze minister.,"['de', ' ', 'bestuursorganen', ' ', 'verstrekken', ' ', 'de', ' ', 'gegevens', ' ', 'aan', ' ', 'onze', ' ', 'minister', '.']"
57,"onze minister beoordeelt of wordt voldaan aan de omgevingswaarden, bedoeld in ","['onze', ' ', 'minister', ' ', 'beoordeelt', ' ', 'of', ' ', 'wordt', ' ', 'voldaan', ' ', 'aan', ' ', 'de', ' ', 'omgevingswaarden', ', ', 'bedoeld', ' ', 'in', ' ']"
58,onze minister zorgt voor de verslaglegging van de resultaten en zendt de verslagen aan beide kamers der staten-generaal.,"['onze', ' ', 'minister', ' ', 'zorgt', ' ', 'voor', ' ', 'de', ' ', 'verslaglegging', ' ', 'van', ' ', 'de', ' ', 'resultaten', ' ', 'en', ' ', 'zendt', ' ', 'de', ' ', 'verslagen', ' ', 'aan', ' ', 'beide', ' ', 'kamers', ' ', 'der', ' ', 'staten', '-', 'generaal', '.']"
59,binnen twee jaar na de inwerkingtreding van ,"['binnen', ' ', 'twee', ' ', 'jaar', ' ', 'na', ' ', 'de', ' ', 'inwerkingtreding', ' ', 'van', ' ']"
60,"na ontvangst van een plan als bedoeld in het eerste lid kan onze minister, na instemming van beide partijen, het programma stikstofreductie en natuurverbetering dienovereenkomstig wijzigen, door daarin voor elke voor stikstof gevoelige habitat in de natura 2000-gebieden en voor de betrokken provincie in elk geval de maatregelen te beschrijven die nodig zijn om tijdig te voldoen aan de omgevingswaarden, bedoeld in ","['na', ' ', 'ontvangst', ' ', 'van', ' ', 'een', ' ', 'plan', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ' ', 'kan', ' ', 'onze', ' ', 'minister', ', ', 'na', ' ', 'instemming', ' ', 'van', ' ', 'beide', ' ', 'partijen', ', ', 'het', ' ', 'programma', ' ', 'stikstofreductie', ' ', 'en', ' ', 'natuurverbetering', ' ', 'dienovereenkomstig', ' ', 'wijzigen', ', ', 'door', ' ', 'daarin', ' ', 'voor', ' ', 'elke', ' ', 'voor', ' ', 'stikstof', ' ', 'gevoelige', ' ', 'habitat', ' ', 'in', ' ', 'de', ' ', 'natura', ' ', '2000', '-', 'gebieden', ' ', 'en', ' ', 'voor', ' ', 'de', ' ', 'betrokken', ' ', 'provincie', ' ', 'in', ' ', 'elk', ' ', 'geval', ' ', 'de', ' ', 'maatregelen', ' ', 'te', ' ', 'beschrijven', ' ', 'die', ' ', 'nodig', ' ', 'zijn', ' ', 'om', ' ', 'tijdig', ' ', 'te', ' ', 'voldoen', ' ', 'aan', ' ', 'de', ' ', 'omgevingswaarden', ', ', 'bedoeld', ' ', 'in', ' ']"
61,"onze minister wijzigt het programma stikstofreductie en natuurverbetering als uit de beoordeling, bedoeld in ","['onze', ' ', 'minister', ' ', 'wijzigt', ' ', 'het', ' ', 'programma', ' ', 'stikstofreductie', ' ', 'en', ' ', 'natuurverbetering', ' ', 'als', ' ', 'uit', ' ', 'de', ' ', 'beoordeling', ', ', 'bedoeld', ' ', 'in', ' ']"
62,het programma wordt zo gewijzigd dat binnen een passende termijn aan de omgevingswaarde wordt voldaan.,"['het', ' ', 'programma', ' ', 'wordt', ' ', 'zo', ' ', 'gewijzigd', ' ', 'dat', ' ', 'binnen', ' ', 'een', ' ', 'passende', ' ', 'termijn', ' ', 'aan', ' ', 'de', ' ', 'omgevingswaarde', ' ', 'wordt', ' ', 'voldaan', '.']"
63,onverminderd het eerste en tweede lid wordt het programma ten minste iedere zes jaar geactualiseerd.,"['onverminderd', ' ', 'het', ' ', 'eerste', ' ', 'en', ' ', 'tweede', ' ', 'lid', ' ', 'wordt', ' ', 'het', ' ', 'programma', ' ', 'ten', ' ', 'minste', ' ', 'iedere', ' ', 'zes', ' ', 'jaar', ' ', 'geactualiseerd', '.']"
64,"bij of krachtens algemene maatregel van bestuur kan worden bepaald dat een programma wordt vastgesteld dat tot doel heeft, mede met het oog op een evenwichtige, duurzame economische ontwikkeling:","['bij', ' ', 'of', ' ', 'krachtens', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ' ', 'kan', ' ', 'worden', ' ', 'bepaald', ' ', 'dat', ' ', 'een', ' ', 'programma', ' ', 'wordt', ' ', 'vastgesteld', ' ', 'dat', ' ', 'tot', ' ', 'doel', ' ', 'heeft', ', ', 'mede', ' ', 'met', ' ', 'het', ' ', 'oog', ' ', 'op', ' ', 'een', ' ', 'evenwichtige', ', ', 'duurzame', ' ', 'economische', ' ', 'ontwikkeling', ':']"
65,een algemene maatregel van bestuur als bedoeld in het eerste lid bevat in elk geval:,"['een', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ' ', 'bevat', ' ', 'in', ' ', 'elk', ' ', 'geval', ':']"
66,"in de algemene maatregel van bestuur, bedoeld in het eerste lid, kan worden bepaald dat in het programma uitgangspunten worden opgenomen voor de bepaling van ontwikkelingsruimte, voor de toedeling daarvan aan projecten en de reservering daarvoor, en dat de ontwikkelingsruimte die beschikbaar is op het tijdstip van vaststelling van het programma, daarin wordt vermeld. ingeval toepassing wordt gegeven aan de eerste volzin, worden bij of krachtens algemene maatregel van bestuur in elk geval regels gesteld over:","['in', ' ', 'de', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ', ', 'kan', ' ', 'worden', ' ', 'bepaald', ' ', 'dat', ' ', 'in', ' ', 'het', ' ', 'programma', ' ', 'uitgangspunten', ' ', 'worden', ' ', 'opgenomen', ' ', 'voor', ' ', 'de', ' ', 'bepaling', ' ', 'van', ' ', 'ontwikkelingsruimte', ', ', 'voor', ' ', 'de', ' ', 'toedeling', ' ', 'daarvan', ' ', 'aan', ' ', 'projecten', ' ', 'en', ' ', 'de', ' ', 'reservering', ' ', 'daarvoor', ', ', 'en', ' ', 'dat', ' ', 'de', ' ', 'ontwikkelingsruimte', ' ', 'die', ' ', 'beschikbaar', ' ', 'is', ' ', 'op', ' ', 'het', ' ', 'tijdstip', ' ', 'van', ' ', 'vaststelling', ' ', 'van', ' ', 'het', ' ', 'programma', ', ', 'daarin', ' ', 'wordt', ' ', 'vermeld', '. ', 'ingeval', ' ', 'toepassing', ' ', 'wordt', ' ', 'gegeven', ' ', 'aan', ' ', 'de', ' ', 'eerste', ' ', 'volzin', ', ', 'worden', ' ', 'bij', ' ', 'of', ' ', 'krachtens', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ' ', 'in', ' ', 'elk', ' ', 'geval', ' ', 'regels', ' ', 'gesteld', ' ', 'over', ':']"
67,op de voorbereiding van een besluit tot vaststelling van een programma als bedoeld in het eerste lid is ,"['op', ' ', 'de', ' ', 'voorbereiding', ' ', 'van', ' ', 'een', ' ', 'besluit', ' ', 'tot', ' ', 'vaststelling', ' ', 'van', ' ', 'een', ' ', 'programma', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ' ', 'is', ' ']"
68,"de daartoe bevoegde bestuursorganen dragen zorg voor een tijdige uitvoering van de in een programma als bedoeld in het eerste lid opgenomen maatregelen, voor zover zij met het opnemen van die maatregelen hebben ingestemd.","['de', ' ', 'daartoe', ' ', 'bevoegde', ' ', 'bestuursorganen', ' ', 'dragen', ' ', 'zorg', ' ', 'voor', ' ', 'een', ' ', 'tijdige', ' ', 'uitvoering', ' ', 'van', ' ', 'de', ' ', 'in', ' ', 'een', ' ', 'programma', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ' ', 'opgenomen', ' ', 'maatregelen', ', ', 'voor', ' ', 'zover', ' ', 'zij', ' ', 'met', ' ', 'het', ' ', 'opnemen', ' ', 'van', ' ', 'die', ' ', 'maatregelen', ' ', 'hebben', ' ', 'ingestemd', '.']"
69,"ingeval uit een tussentijdse beoordeling als bedoeld in het tweede lid, onderdeel d, blijkt dat de doelstellingen van het programma op basis van de daarin opgenomen maatregelen niet behaald kunnen worden, draagt het bestuursorgaan dat het programma heeft vastgesteld zorg voor wijziging van het programma met het oog op opname van aanvullende maatregelen om de doelstellingen te behalen.","['ingeval', ' ', 'uit', ' ', 'een', ' ', 'tussentijdse', ' ', 'beoordeling', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'tweede', ' ', 'lid', ', ', 'onderdeel', '\xa0', 'd', ', ', 'blijkt', ' ', 'dat', ' ', 'de', ' ', 'doelstellingen', ' ', 'van', ' ', 'het', ' ', 'programma', ' ', 'op', ' ', 'basis', ' ', 'van', ' ', 'de', ' ', 'daarin', ' ', 'opgenomen', ' ', 'maatregelen', ' ', 'niet', ' ', 'behaald', ' ', 'kunnen', ' ', 'worden', ', ', 'draagt', ' ', 'het', ' ', 'bestuursorgaan', ' ', 'dat', ' ', 'het', ' ', 'programma', ' ', 'heeft', ' ', 'vastgesteld', ' ', 'zorg', ' ', 'voor', ' ', 'wijziging', ' ', 'van', ' ', 'het', ' ', 'programma', ' ', 'met', ' ', 'het', ' ', 'oog', ' ', 'op', ' ', 'opname', ' ', 'van', ' ', 'aanvullende', ' ', 'maatregelen', ' ', 'om', ' ', 'de', ' ', 'doelstellingen', ' ', 'te', ' ', 'behalen', '.']"
70,"provinciale staten kunnen bij provinciale verordening bepalen dat een provinciaal programma wordt vastgesteld. het eerste, tweede, derde, vierde, vijfde en zesde lid zijn van overeenkomstige toepassing. waar in het eerste, tweede en derde lid sprake is van een algemene maatregel van bestuur of van een ministeriële regeling wordt in plaats daarvan gelezen: provinciale verordening.","['provinciale', ' ', 'staten', ' ', 'kunnen', ' ', 'bij', ' ', 'provinciale', ' ', 'verordening', ' ', 'bepalen', ' ', 'dat', ' ', 'een', ' ', 'provinciaal', ' ', 'programma', ' ', 'wordt', ' ', 'vastgesteld', '. ', 'het', ' ', 'eerste', ', ', 'tweede', ', ', 'derde', ', ', 'vierde', ', ', 'vijfde', ' ', 'en', ' ', 'zesde', ' ', 'lid', ' ', 'zijn', ' ', 'van', ' ', 'overeenkomstige', ' ', 'toepassing', '. ', 'waar', ' ', 'in', ' ', 'het', ' ', 'eerste', ', ', 'tweede', ' ', 'en', ' ', 'derde', ' ', 'lid', ' ', 'sprake', ' ', 'is', ' ', 'van', ' ', 'een', ' ', 'algemene', ' ', 'maatregel', ' ', 'van', ' ', 'bestuur', ' ', 'of', ' ', 'van', ' ', 'een', ' ', 'ministeriële', ' ', 'regeling', ' ', 'wordt', ' ', 'in', ' ', 'plaats', ' ', 'daarvan', ' ', 'gelezen', ': ', 'provinciale', ' ', 'verordening', '.']"
71,"de inhoud van een programma als bedoeld in het eerste of zevende lid kan worden beschreven in een ander programma dat mede van belang is voor het bereiken van een doel als bedoeld in het eerste lid, onderdeel a of b. ingeval dat andere programma wordt vastgesteld door een ander bevoegd gezag, vindt toepassing van de eerste volzin niet plaats dan na instemming van het bevoegde bestuursorgaan, bedoeld in het tweede lid, onderdeel a, onderscheidenlijk de provinciale staten, bedoeld in het zevende lid.","['de', ' ', 'inhoud', ' ', 'van', ' ', 'een', ' ', 'programma', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'of', ' ', 'zevende', ' ', 'lid', ' ', 'kan', ' ', 'worden', ' ', 'beschreven', ' ', 'in', ' ', 'een', ' ', 'ander', ' ', 'programma', ' ', 'dat', ' ', 'mede', ' ', 'van', ' ', 'belang', ' ', 'is', ' ', 'voor', ' ', 'het', ' ', 'bereiken', ' ', 'van', ' ', 'een', ' ', 'doel', ' ', 'als', ' ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'eerste', ' ', 'lid', ', ', 'onderdeel', '\xa0', 'a', ' ', 'of', ' ', 'b', '. ', 'ingeval', ' ', 'dat', ' ', 'andere', ' ', 'programma', ' ', 'wordt', ' ', 'vastgesteld', ' ', 'door', ' ', 'een', ' ', 'ander', ' ', 'bevoegd', ' ', 'gezag', ', ', 'vindt', ' ', 'toepassing', ' ', 'van', ' ', 'de', ' ', 'eerste', ' ', 'volzin', ' ', 'niet', ' ', 'plaats', ' ', 'dan', ' ', 'na', ' ', 'instemming', ' ', 'van', ' ', 'het', ' ', 'bevoegde', ' ', 'bestuursorgaan', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'tweede', ' ', 'lid', ', ', 'onderdeel', '\xa0', 'a', ', ', 'onderscheidenlijk', ' ', 'de', ' ', 'provinciale', ' ', 'staten', ', ', 'bedoeld', ' ', 'in', ' ', 'het', ' ', 'zevende', ' ', 'lid', '.']"
72,onze minister draagt in het belang van de rechtszekerheid tezamen met gedeputeerde staten van de provincies zorg voor het legaliseren van de projecten met een geringe stikstofdepositie op natura 2000-gebieden die voldeden aan de voorwaarden van ,"['onze', ' ', 'minister', ' ', 'draagt', ' ', 'in', ' ', 'het', ' ', 'belang', ' ', 'van', ' ', 'de', ' ', 'rechtszekerheid', ' ', 'tezamen', ' ', 'met', ' ', 'gedeputeerde', ' ', 'staten', ' ', 'van', ' ', 'de', ' ', 'provincies', ' ', 'zorg', ' ', 'voor', ' ', 'het', ' ', 'legaliseren', ' ', 'van', ' ', 'de', ' ', 'projecten', ' ', 'met', ' ', 'een', ' ', 'geringe', ' ', 'stikstofdepositie', ' ', 'op', ' ', 'natura', ' ', '2000', '-', 'gebieden', ' ', 'die', ' ', 'voldeden', ' ', 'aan', ' ', 'de', ' ', 'voorwaarden', ' ', 'van', ' ']"
